lat,lon,name
29.7739064890001,78.4298100720001,Compline: SIDC_Jashodarpur_COMPLINE
29.7735703770001,78.4309208500001,Compline: SIDC_Jashodarpur_COMPLINE
29.7726496770001,78.429969929,Compline: SIDC_Jashodarpur_COMPLINE
,,
30.23786413,79.253175077,Compline: SIDC_Tatasu_Mazadi_Compline
30.237336622,79.2535801750001,Compline: SIDC_Tatasu_Mazadi_Compline
30.2369003000001,79.254000589,Compline: SIDC_Tatasu_Mazadi_Compline
30.236587172,79.2543237950001,Compline: SIDC_Tatasu_Mazadi_Compline
30.2361440130001,79.2546781280001,Compline: SIDC_Tatasu_Mazadi_Compline
30.2348806150001,79.255608646,Compline: SIDC_Tatasu_Mazadi_Compline
30.234774212,79.255663025,Compline: SIDC_Tatasu_Mazadi_Compline
,,
30.2372196200001,79.254747222,Compline: SIDC_Tatasu_Mazadi_Compline
30.236639487,79.2550480300001,Compline: SIDC_Tatasu_Mazadi_Compline
30.2358097430001,79.255400234,Compline: SIDC_Tatasu_Mazadi_Compline
,,
30.236639487,79.2550480300001,Compline: SIDC_Tatasu_Mazadi_Compline
30.236831567,79.2555518770001,Compline: SIDC_Tatasu_Mazadi_Compline
,,
30.3732155800001,77.8575637070001,Compline: Slq_COMPLINE
30.3727152610001,77.858301295,Compline: Slq_COMPLINE
30.3726651000001,77.8583046480001,Compline: Slq_COMPLINE
30.372549673,77.858238709,Compline: Slq_COMPLINE
30.370388936,77.856459736,Compline: Slq_COMPLINE
30.3703559530001,77.856345655,Compline: Slq_COMPLINE
30.370375934,77.8562908800001,Compline: Slq_COMPLINE
30.370449529,77.856170272,Compline: Slq_COMPLINE
30.3704907000001,77.8560053990001,Compline: Slq_COMPLINE
30.3704457810001,77.855864496,Compline: Slq_COMPLINE
30.3703763080001,77.855701218,Compline: Slq_COMPLINE
30.3703432190001,77.855591948,Compline: Slq_COMPLINE
30.370298142,77.8554582610001,Compline: Slq_COMPLINE
30.370177018,77.8553187530001,Compline: Slq_COMPLINE
30.3700472090001,77.8551946370001,Compline: Slq_COMPLINE
30.3675523380001,77.853041445,Compline: Slq_COMPLINE
30.3605390660001,77.846968028,Compline: Slq_COMPLINE
,,
30.372668935,77.8584154760001,Compline: Slq_COMPLINE
30.372740858,77.8585619840001,Compline: Slq_COMPLINE
30.372030393,77.8599372790001,Compline: Slq_COMPLINE
30.3719170310001,77.8599676730001,Compline: Slq_COMPLINE
30.369343755,77.858540094,Compline: Slq_COMPLINE
30.369320202,77.858472018,Compline: Slq_COMPLINE
30.369360586,77.858343226,Compline: Slq_COMPLINE
30.3702420270001,77.8565926510001,Compline: Slq_COMPLINE
30.3703628220001,77.856413247,Compline: Slq_COMPLINE
,,
30.3726264690001,77.8584010020001,Compline: Slq_COMPLINE
30.3703050010001,77.856528295,Compline: Slq_COMPLINE
,,
30.3730212130001,77.858482295,Compline: Slq_COMPLINE
30.3727992080001,77.85842288,Compline: Slq_COMPLINE
30.3727637960001,77.858705861,Compline: Slq_COMPLINE
30.3721060180001,77.8599623470001,Compline: Slq_COMPLINE
30.371928612,77.860058268,Compline: Slq_COMPLINE
30.369499542,77.8587167160001,Compline: Slq_COMPLINE
30.3692427660001,77.8586250020001,Compline: Slq_COMPLINE
30.3691709060001,77.8586662320001,Compline: Slq_COMPLINE
30.3688789510001,77.8592281410001,Compline: Slq_COMPLINE
30.3688295270001,77.8591978200001,Compline: Slq_COMPLINE
30.3701794410001,77.8565438970001,Compline: Slq_COMPLINE
30.370198757,77.8564241180001,Compline: Slq_COMPLINE
30.3701540760001,77.8562723910001,Compline: Slq_COMPLINE
30.3700492,77.8561056770001,Compline: Slq_COMPLINE
30.370042971,77.855961086,Compline: Slq_COMPLINE
30.3701594360001,77.8557887760001,Compline: Slq_COMPLINE
30.370226878,77.8556631760001,Compline: Slq_COMPLINE
30.3702126650001,77.8555496420001,Compline: Slq_COMPLINE
30.3699229380001,77.8552945160001,Compline: Slq_COMPLINE
30.3652119270001,77.8511720290001,Compline: Slq_COMPLINE
30.3614695470001,77.847939597,Compline: Slq_COMPLINE
30.3604371980001,77.8470456960001,Compline: Slq_COMPLINE
,,
30.3674330530001,77.853104165,Compline: Slq_COMPLINE
30.364885164,77.856813463,Compline: Slq_COMPLINE
,,
30.3650620660001,77.856549661,Compline: Slq_COMPLINE
30.3647472230001,77.8563455610001,Compline: Slq_COMPLINE
30.359005333,77.8532474,Compline: Slq_COMPLINE
30.3588669210001,77.853182614,Compline: Slq_COMPLINE
,,
30.3650696390001,77.8564181150001,Compline: Slq_COMPLINE
30.359046501,77.853154138,Compline: Slq_COMPLINE
,,
30.3656259680001,77.8556954360001,Compline: Slq_COMPLINE
30.3649342370001,77.8549749730001,Compline: Slq_COMPLINE
30.364713298,77.8547712010001,Compline: Slq_COMPLINE
30.3597824710001,77.8520648830001,Compline: Slq_COMPLINE
30.35842768,77.8506465990001,Compline: Slq_COMPLINE
,,
30.358490579,77.850537724,Compline: Slq_COMPLINE
30.3598304560001,77.8519700140001,Compline: Slq_COMPLINE
30.3599743510001,77.852070455,Compline: Slq_COMPLINE
30.362558517,77.8534811800001,Compline: Slq_COMPLINE
30.3646198380001,77.854607236,Compline: Slq_COMPLINE
30.364819018,77.8547562240001,Compline: Slq_COMPLINE
30.365664746,77.855640006,Compline: Slq_COMPLINE
,,
30.366489927,77.854408891,Compline: Slq_COMPLINE
30.3631885450001,77.8515332480001,Compline: Slq_COMPLINE
,,
30.366436923,77.8544945940001,Compline: Slq_COMPLINE
30.3630891380001,77.8515219380001,Compline: Slq_COMPLINE
,,
30.366910085,77.853804977,Compline: Slq_COMPLINE
30.3633827030001,77.8506935450001,Compline: Slq_COMPLINE
,,
30.3668651740001,77.853866548,Compline: Slq_COMPLINE
30.363346795,77.8507968920001,Compline: Slq_COMPLINE
,,
30.3636815450001,77.8498502580001,Compline: Slq_COMPLINE
30.3619366470001,77.85470854,Compline: Slq_COMPLINE
,,
30.3637505840001,77.849914234,Compline: Slq_COMPLINE
30.3620236400001,77.8547387450001,Compline: Slq_COMPLINE
,,
30.3635703420001,77.8478922150001,Compline: Slq_COMPLINE
30.3615254310001,77.849982029,Compline: Slq_COMPLINE
30.3598027850001,77.852030578,Compline: Slq_COMPLINE
30.3587805810001,77.8533016370001,Compline: Slq_COMPLINE
,,
