lat,lon,name
29.965149668,78.079622961,River: IIE_Haridwar_River
29.964490611,78.0791145160001,River: IIE_Haridwar_River
29.9638995220001,78.0787364220001,River: IIE_Haridwar_River
29.9635084830001,78.07861603,River: IIE_Haridwar_River
29.9632226780001,78.0786328280001,River: IIE_Haridwar_River
29.9632226780001,78.079068921,River: IIE_Haridwar_River
29.963355608,78.079082961,River: IIE_Haridwar_River
29.9637496280001,78.0791949210001,River: IIE_Haridwar_River
29.964273608,78.0795239610001,River: IIE_Haridwar_River
29.964529563,78.0795884550001,River: IIE_Haridwar_River
29.965007525,78.079912983,River: IIE_Haridwar_River
29.965149668,78.079622961,River: IIE_Haridwar_River
,,
29.955865628,78.098544921,River: IIE_Haridwar_River
29.955325628,78.0996450810001,River: IIE_Haridwar_River
29.955413648,78.0997199610001,River: IIE_Haridwar_River
29.9554166180001,78.0997232010001,River: IIE_Haridwar_River
29.9554196780001,78.0997260810001,River: IIE_Haridwar_River
29.955422648,78.099728961,River: IIE_Haridwar_River
29.955425618,78.0997322010001,River: IIE_Haridwar_River
29.955428678,78.0997350810001,River: IIE_Haridwar_River
29.9556886880001,78.1000382010001,River: IIE_Haridwar_River
29.956250648,78.0991400010001,River: IIE_Haridwar_River
29.9561006180001,78.0988559610001,River: IIE_Haridwar_River
29.955928628,78.098647161,River: IIE_Haridwar_River
29.955865628,78.098544921,River: IIE_Haridwar_River
,,
29.965007525,78.079912983,River: IIE_Haridwar_River
29.965445893,78.080304197,River: IIE_Haridwar_River
29.9659534940001,78.080742505,River: IIE_Haridwar_River
29.966180433,78.080246376,River: IIE_Haridwar_River
29.965149668,78.079622961,River: IIE_Haridwar_River
,,
29.9632226780001,78.0786328280001,River: IIE_Haridwar_River
29.9629974310001,78.0785992770001,River: IIE_Haridwar_River
29.9627183490001,78.0786446370001,River: IIE_Haridwar_River
29.962489326,78.078733867,River: IIE_Haridwar_River
29.9614899520001,78.0790283250001,River: IIE_Haridwar_River
29.9613748830001,78.079081537,River: IIE_Haridwar_River
29.961445628,78.0795362010001,River: IIE_Haridwar_River
29.961669638,78.079415241,River: IIE_Haridwar_River
29.9627336180001,78.079095201,River: IIE_Haridwar_River
29.9630516780001,78.079052001,River: IIE_Haridwar_River
29.9632226780001,78.079068921,River: IIE_Haridwar_River
29.9632226780001,78.0786328280001,River: IIE_Haridwar_River
,,
29.9613748830001,78.079081537,River: IIE_Haridwar_River
29.960514668,78.0794620410001,River: IIE_Haridwar_River
29.9602498740001,78.079634743,River: IIE_Haridwar_River
29.960064119,78.079778699,River: IIE_Haridwar_River
29.959578247,78.0801552400001,River: IIE_Haridwar_River
29.9595042400001,78.080206376,River: IIE_Haridwar_River
29.959703678,78.0806079210001,River: IIE_Haridwar_River
29.960249618,78.080236041,River: IIE_Haridwar_River
29.960724638,78.0799271610001,River: IIE_Haridwar_River
29.961445628,78.0795362010001,River: IIE_Haridwar_River
,,
29.9595042400001,78.080206376,River: IIE_Haridwar_River
