lat,lon,name
29.92884000138147,78.06305608244442,Ganga_Nagari_Bahadrabad
29.797160348445857,77.94475106836941,SIDC Landora
29.93069336556919,78.05680552625239,SIDC Bahadrabad Site I
29.36063942363018,79.55068944469109,IIE Bhimtal
29.22912289267112,79.02206747491532,IIE Kashipur (Escort Farm)
29.28401190354831,78.80554380028549,Textile Park Jaspur
29.175832193325725,79.00764235242526,SIDC_Kashipur
29.185192837168145,78.99405928637064,Textile Park Kashipur
29.55218083075121,79.12081549995585,SIDC Mohan
30.12246600147042,78.28716840990987,SIDC Muni Ki Reti
29.289431528749187,79.03442590774007,SIDC Peepalsana
30.36228281473763,78.08604724416793,IT Park
29.94587910382635,78.14658815717742,SIDC Haridwar
30.37084206324841,77.85861454035515,IIE Selaqui
29.038681301896553,79.686756414,ESIPL Sitarganj
29.155369539516258,79.07507783155786,SIDC Bajpur I
29.742446225417712,78.48488172514344,SIDC Balbhadrapur
29.959614887181406,78.0684180838081,IIE Haridwar
29.77360980944888,78.4295508388318,SIDC Jasodrapur
29.792862220218097,78.40713066297717,IIE Kotdwar
29.008797626597453,79.41600170856971,IIE Pantnagar
30.236539595845965,79.25505011375422,SIDC Tatasu Mazadi
29.036919829769907,79.67171742605915,"Textile Park,Sitarganj Phase II"
29.013315576592067,79.68428098016993,"IIE Sitarganj,Phase-II"
29.145852381000093,79.1863118360001,SIDC Bajpur II
29.235908319,79.0182280930001,Aroma Park Kashipur
30.363825595,77.8522643310001,SIDC Selaqui
