lat,lon,name
29.156051114,79.0775633370001,Water: Bajpur1_Water
29.1560495480001,79.07756735,Water: Bajpur1_Water
29.1555657330001,79.077328181,Water: Bajpur1_Water
29.155151146,79.077122816,Water: Bajpur1_Water
29.1544623940001,79.0767785520001,Water: Bajpur1_Water
29.154070419,79.076583703,Water: Bajpur1_Water
29.153662038,79.0763771260001,Water: Bajpur1_Water
29.1536198650001,79.0763551960001,Water: Bajpur1_Water
29.1534443300001,79.0762622650001,Water: Bajpur1_Water
29.153445553,79.0762594450001,Water: Bajpur1_Water
29.153560917,79.076321035,Water: Bajpur1_Water
29.1536642400001,79.076373355,Water: Bajpur1_Water
29.1540757810001,79.076573856,Water: Bajpur1_Water
29.1544533420001,79.0767701600001,Water: Bajpur1_Water
29.1551526320001,79.0771194820001,Water: Bajpur1_Water
29.1555601270001,79.0773209960001,Water: Bajpur1_Water
29.156051114,79.0775633370001,Water: Bajpur1_Water
,,
29.154233558,79.076537552,Water: Bajpur1_Water
29.154229263,79.0765481880001,Water: Bajpur1_Water
29.1541937860001,79.076530378,Water: Bajpur1_Water
29.1533804380001,79.0761225850001,Water: Bajpur1_Water
29.1533767940001,79.0761201110001,Water: Bajpur1_Water
29.153681267,79.075291753,Water: Bajpur1_Water
29.154304634,79.0736289070001,Water: Bajpur1_Water
29.154353912,79.0734924550001,Water: Bajpur1_Water
29.154621987,79.0727688490001,Water: Bajpur1_Water
29.1548743450001,79.07209427,Water: Bajpur1_Water
29.155541381,79.070322075,Water: Bajpur1_Water
29.1559280010001,79.0692871940001,Water: Bajpur1_Water
29.1559381770001,79.0692859860001,Water: Bajpur1_Water
29.155946025,79.069292197,Water: Bajpur1_Water
29.1564466360001,79.0699260060001,Water: Bajpur1_Water
29.156473132,79.069967976,Water: Bajpur1_Water
29.156496449,79.0700147520001,Water: Bajpur1_Water
29.1565700890001,79.07017934,Water: Bajpur1_Water
29.15663241,79.070341087,Water: Bajpur1_Water
29.1566995200001,79.070578439,Water: Bajpur1_Water
29.1567166990001,79.0707126360001,Water: Bajpur1_Water
29.1567297830001,79.0708506380001,Water: Bajpur1_Water
29.156726328,79.0708550260001,Water: Bajpur1_Water
29.156712172,79.0707115330001,Water: Bajpur1_Water
29.1566950260001,79.0705796250001,Water: Bajpur1_Water
29.1566291950001,79.0703433510001,Water: Bajpur1_Water
29.1565666070001,79.0701818630001,Water: Bajpur1_Water
29.1564930750001,79.0700184600001,Water: Bajpur1_Water
29.1564703190001,79.069973114,Water: Bajpur1_Water
29.1564436130001,79.069929029,Water: Bajpur1_Water
29.155945509,79.069300174,Water: Bajpur1_Water
29.1559354660001,79.069291886,Water: Bajpur1_Water
29.155628332,79.070108206,Water: Bajpur1_Water
29.1555468220001,79.0703240080001,Water: Bajpur1_Water
29.1548789020001,79.0720974910001,Water: Bajpur1_Water
29.154625722,79.0727714070001,Water: Bajpur1_Water
29.1543593330001,79.073493032,Water: Bajpur1_Water
29.1543450070001,79.0735318650001,Water: Bajpur1_Water
29.154713913,79.073726241,Water: Bajpur1_Water
29.155176124,79.0739475300001,Water: Bajpur1_Water
29.1557995420001,79.0742580500001,Water: Bajpur1_Water
29.1557959730001,79.0742645940001,Water: Bajpur1_Water
29.155170175,79.0739552640001,Water: Bajpur1_Water
29.1547121290001,79.0737327840001,Water: Bajpur1_Water
29.154344311,79.073533658,Water: Bajpur1_Water
29.1543186930001,79.0736027930001,Water: Bajpur1_Water
29.1557732860001,79.0743374780001,Water: Bajpur1_Water
29.156291735,79.0745947190001,Water: Bajpur1_Water
29.156389652,79.0746412070001,Water: Bajpur1_Water
29.1564118690001,79.0746491840001,Water: Bajpur1_Water
29.156957946,79.0749393940001,Water: Bajpur1_Water
29.1570629600001,79.074977528,Water: Bajpur1_Water
29.157062071,79.0749847490001,Water: Bajpur1_Water
29.156957268,79.0749487310001,Water: Bajpur1_Water
29.156409825,79.0746576130001,Water: Bajpur1_Water
29.1563941630001,79.0746537520001,Water: Bajpur1_Water
29.15639208,79.0746531980001,Water: Bajpur1_Water
29.156153841,79.0752816610001,Water: Bajpur1_Water
29.1558411840001,79.0761179890001,Water: Bajpur1_Water
29.1554579520001,79.0770853220001,Water: Bajpur1_Water
29.1554508140001,79.0770811580001,Water: Bajpur1_Water
29.1558387110001,79.0761154080001,Water: Bajpur1_Water
29.1561462280001,79.075279176,Water: Bajpur1_Water
29.1563883470001,79.074650809,Water: Bajpur1_Water
29.1562672210001,79.0745900910001,Water: Bajpur1_Water
29.1557755600001,79.074343447,Water: Bajpur1_Water
29.1555103470001,79.0742119650001,Water: Bajpur1_Water
29.155220319,79.0740712050001,Water: Bajpur1_Water
29.154957456,79.0747551470001,Water: Bajpur1_Water
29.154715137,79.0754261430001,Water: Bajpur1_Water
29.155335693,79.0757390370001,Water: Bajpur1_Water
29.1555304,79.0758352550001,Water: Bajpur1_Water
29.1557867860001,79.075961008,Water: Bajpur1_Water
29.155781237,79.0759640780001,Water: Bajpur1_Water
29.155530281,79.0758394950001,Water: Bajpur1_Water
29.155334113,79.0757421170001,Water: Bajpur1_Water
29.154715325,79.0754329200001,Water: Bajpur1_Water
29.1547079590001,79.0754288200001,Water: Bajpur1_Water
29.154709344,79.0754248100001,Water: Bajpur1_Water
29.1549442420001,79.0747523850001,Water: Bajpur1_Water
29.1552128010001,79.07406797,Water: Bajpur1_Water
29.155135472,79.074029152,Water: Bajpur1_Water
29.1549960300001,79.074413688,Water: Bajpur1_Water
29.1547736700001,79.07499828,Water: Bajpur1_Water
